user,ulasan,rating,label,tanggal
Syahmita Suwandira,"What thee, Biasanya aman² aja lo belanja karena bisa pilih pengiriman , taulah kan harus pilih² pengiriman biar murah apalagi diaceh hemm, tah cemana² makinan shopee ni, dah ajalah pasti kalo pengiriman dikurangin gini bakalan menurun ni pasti peminat shopee",1,negatif,17 Maret 2021
Akmal Jun,Voucher Gratis ongkir JAMBORE min Rp GAK BISA DIPAKAI !!!!!!!!! Padahal belum jam 13.00,1,negatif,10 Maret 2021
Putra Fishing,Tidak seperti kemarin-kemarin jasa pengirim yang sekarang ga bagus sama sekali ga bisa buat cod terus,1,negatif,16 Maret 2021
Ria Rivana,Awal nya saya sangat suka sekali belanja di shoee tp sekarang saya kecewa pengiriman sangat lama trs lemot jd bintang nya saya beri 1 aja,1,negatif,27 Februari 2021
ola olo,Udah 3bulan kayaknya aku punya akun shopee tapi kenapa belum mendapatkan shopeepaylater. Padahal aku juga sering transaksi pakek shopee,1,negatif,04 Maret 2021
Toni Firmanda Firmandatoni,Min kan saya beli diskonan serba seribu sepatu kan saya uda cepet cepet barang nya uda di keranjang tapikok saya mau bayar ada tulisan barang anda melebihi promo gi mana min,1,negatif,03 Maret 2021
ASK Games7,Chat Admin dan Pelayanan nya kurang memuaskan. Kebanyakan Junior apa ya. Chat belum selesai malah di akhir saja chatnya. 1000 akun gmail saya Rating 1 nih apk,1,negatif,27 Februari 2021
Diah Midia,Jambore bilangnya diskon 10 rb dari jam 12.00 sampe jam 01.00 tapi kenapa sebelum jam 01.00 voucer ga bisa dipake...payah,1,negatif,10 Maret 2021
Zahra Arifin,Emang tempat ini bagus untuk menjual atau membeli tapi saya kesal banget ke yg menjual nya saya cuma tanya kapan dikrim tapi menjual nya tidak di bales terus yang menjual nya tolak pesanan saya gimana ngak kesal coba saya . Saya cuma tanya langsung di tolak kesel banget pokonya 😤😤😠😠😡😡🤬🤬 jadi males untuk membeli barang lagi disini,1,negatif,26 Februari 2021
MUHAMAD DIKRI ALANI,"Sebagai pengguna baru sangat kecewaaaa sekaliiii , mau cekout pake kode voucher dan diskon kaga bisa. padahal belum pernah digunakan ASUUU",1,negatif,17 Maret 2021
Galang Citra,"Makin lama shopee makin jelek, mau pake gratis ongkir tiba2 muncul,sudah mencapai limit mingguan, gak niat x ngasi gratis ongkir",1,negatif,12 Maret 2021
Afnan Faozan,"Kebijakan ap lagi sih,jasa ekspedisi aja dirubah nggak bisa milih jasa ekspedisi aja nggak bisa, kembalikan seperti dulu",1,negatif,16 Maret 2021
Bagas Suryawan,Kenapa saya belum mendapatkan shopepay later diakun saya padahal teman akun baru langsung ada ????,1,negatif,07 Maret 2021
SIAPA AKU,Ngga nyaman pas buka aplikasinya terlalu banyak iklan padahal udh di cloes tetap aja muncul lagi Tolong dong di perbaiki lagi Sangat merugikan :v,1,negatif,28 Februari 2021
Ebi Haryadi,Jgn lakukan tarik dana hari ini shopee pay lagi gangguan 12/3/2021. Sy narik lama bisa berjam jam. Ini kebiasaan si shopee setan,1,negatif,12 Maret 2021
Febri Setiawan,"Aplikasi goblog di perbarui malah nambah ancur ,mau ubah alamat aja susah bener gk bisa bisa padahal masang pin nya udah pas sesuai lokasi maps",1,negatif,14 Maret 2021
Elgipary music,Kok saya gak bisa masuk akun shopee saya ya.. udah coba beberapa kali log-in tapi gak ada pemberitahuan untuk kode OTP nya,1,negatif,25 Februari 2021
R Aristyo Naufal Triyoga,saya udah isi spay 150 mau check out 150jg tp voucher gratis ongkir tdk bs dipakai jadi harus top up lagi sesuai ongkir terus baru bisa pakai voucher,1,negatif,24 Februari 2021
r rahizynn,"Shopee pea...klo mau blanja gratis ongkir pake shopee pay gak bisa ngepas duit nya,, soal nya sebelum vocher nya di gunakan harga nya masih terhitung ongkir,jadi nya nggak bisa di gunakan vocher nya,karena saldo shopee pay nya kurang jadi sering GK kepake saldo nya..... jadi tolong di perbaiki lah...",1,negatif,02 Maret 2021
Edy Susanto,Isi token dari udah 2hari gak masuk2 ... Uang sudah dibayar tapi gak kelanjutannya. Ini gimna dah komplain lewat CS masih aja belum direalisaikan hanya janji janji aja mau dibantu tapi hasil nihilll.... Saran buat yg lain kalo belanja jangan di shopee biar gak kejadian sperti saya.,1,negatif,28 Februari 2021
donny johanes,"Min gmn nih apl shopee saya bermasalah terus ini apanya ya ? Tidak bs ditransfer dana penyimpanan selalu gagal n keluar verifikasi ktp aja trus,, Sedang apl sdh di update ulang2 tp nggak bisa2 dipake jg",1,negatif,10 Maret 2021
Rizky lbf,"Potongan untuk penjualan semakin besar, permohonan untuk bantu input resi lama, gk seperti dulu, payah",1,negatif,12 Maret 2021
Recco Land,"kepada pihak shopee saya sangat,sangat,sangat kecewa saya merasa dirugikan.ѕaya dapaт voυcнer υnтυĸ peмngeмвalιan dana ѕeвeѕar 150 rιвυ,тp voυcнer тιвa2 нιlang ĸarena pιнaĸ penjυal мeмвaтalĸan ĸarena вarang ĸoѕong,ĸenapa voυcнer ѕaya мengнιlang???ιтυ ĸan ĸeѕlaнan penjυal тp ĸenapa voυcнer ѕaya нιlang?",1,negatif,16 Maret 2021
Bela,"Saat checkout dan memasukan voucher promo diskon/cashback selalu muncul F06. Itu kenapa ya? Ada solusi? Sudah chat dengan CS tapi tidak ada solusi. Kalau sudah bisa di akun saya, saya ganti bintangnya.",1,negatif,03 Maret 2021
Rindi Sumpena,"kecewa sama shopee, udah transfer tapi ga masuk, jadi aja orderan gue cancel otomatis, padahal di rekening usah debit, disuruh print rekening koran udah print rekening koran tapi masih aja ga balik duit gue, sial",1,negatif,25 Februari 2021
Ricky Wijaya,"beli dengan metode COD dengan kurir shopee express gagal udah 2x, tanya ke CS cuma di cek status kirim, WOI KALAU CUMA CEK STATUS KIRIM NGAPAIN GW NANYA CS, GW TANYA CS ITU KENAPA KURIR SHOPEE EXPRESS GAGAL KIRIM ALAMAT DAN NO TELP ANE ITU JELAS, UDAH CS NY MAIN TUTUP LAYANAN CHAT TANPA PERSETUJUAN PELANGGAN BAGAIMANA ITU BIROKREASI INI",1,negatif,13 Maret 2021
rizky herliani,"Penyelesaian komplain merugikan pembeli,, no solution,, ya ialah merugikan pembeli,lah ni aplikasi dpt duitnya dr penjual..",1,negatif,23 Februari 2021
vio cristian,Baru di uprgd malah SpayLater gak bisa di pakai.. Malah ke kuncii. Paraah bgt kali ini. Bener2 kecewa,1,negatif,14 Maret 2021
honey's spatulla,tolong ya...sya transfer dari saldo shopeepay k rekening tp uang g nyampe2 k rekening sya. padahal saldo shopeepay sya udah berkurang. mmg bener free admin tp nyandet g tau kmna & lama bnget. tau gtu sya g masukin saldo sya k shopeepay😭,1,negatif,26 Februari 2021
Azka Fauzan,"Kenapa sekarang gabisa pilih expedisi padahal sudah langganan pake J&T express , coba beli barang malah dapet nya shoppe express pengalaman pake shoppe express lambat sekali ...",1,negatif,16 Maret 2021
Ulil Abshor,Saya mengalami kendala pada saat transaksi pembelian. Padahal data diri sudah saya isi dengan lengkap. Mohon pengertiannya 🙏,1,negatif,02 Maret 2021
Arifinbabasangihiyeh Arifinbabasangihiyeh,Sekarang belanja ke luar Jawa GK ada yg gatis ongkir..menyulitkan belanja di shopee terkendala ongkir..sebaiknya terapkan seperti dlu aja..,1,negatif,16 Maret 2021
Rafif akhdan,Pesan pertama kali kecewa pesan voucher bbm 200rb datang cm 100...shopee tdk memihak customer....saya langsung hapus aja aplikasi ini😈,1,negatif,14 Maret 2021
MUZAKKI MLG,"akun saya kenapa kok di nonaktifkan, saya tidak melakukan hal-hal yang melanggar aturan shopee",1,negatif,13 Maret 2021
rhin rhins,Tolong donk balikin fitur seperti biasa pemilihan jasa kirim...jangan kayak sekarang jadi gak jelas dan gak bisa milih,1,negatif,16 Maret 2021
Bahri Bin Muhammad,Nice Belanja dengan gratis ongkir Paket cepet sampe Pilihan pengiriman banyak Bisa survey ulasan Mudah untuk berjualan Banyakmpilihan produk Aplikasi enteng Bagus semua Ga ada cacat Hanya saja itu semua impian setiap marketplace Mudah2n lag nya cepat di perbarui Aplikasinya di buat mudah Voucher gratis ongkir di perbanyak,1,negatif,04 Maret 2021
sinta ristianti,MAKIN KESINI SHOPEE MAKIN JELEK APLIKASI NYA.. NGELAG TIAP HARI TIAP MAU ORDER PASTI NGGA BISA DI PENCET SEBEL BANGET. TERUS ONGKIRNYA MAKIN MAHAL LAGI. TOLONG YA SHOPEE DIPERBAIKI LAGI. SEKIAN TERIMAKASIH.,1,negatif,15 Maret 2021
Firda Aulia Apriliani,"Shopee erorkah? Saya mau bayar tagihan, main game selalu ngeblank (putih) berkali kali dari kemaren, udh diupdate masih kayak gini juga",1,negatif,03 Maret 2021
Bosku uu,"Baru baru ini aplikasi shopee sudah membuat kesal, akun tidak Ada kendala kok diblokir mau nya apa sih. Membosankan",1,negatif,11 Maret 2021
Sri Novitasari,"Saya selaku kasir indomaret. Tolong dong kode pembayaran nya pake angka semua, ribet tau ngetik nya ..",1,negatif,03 Maret 2021
dian agustin prasetya ningsih,Makin lama makin lemot bgt . Kalo bisa bisa hapus langsung sekaligus atau semua yg ada di keranjang atau chat .,1,negatif,06 Maret 2021
Farhan Fatur.R,"Hadeuh shoppe kenapa sih,ongkirnya pada naik jadi percuma pake voucher gratis ongkir juga...kecewa banget..!!",1,negatif,14 Maret 2021
Hera Arini,"Banyak kasus penipuan di shopee, modus menguras spaylater dan spinjam, alamat pengiriman dan nomer HP penipu jelas, tapi tagihan justru dibebankan ke pemilik akun. Kasus ini sudah sering terjadi tp shopee nggak ada niat buat menelusuri alamat penipu. Malah sibuk banget ngejar2 pengguna yang akunnya di hack buat bayar tagihan. Sistem keamanan data di shopee juga jauh dari kata aman.",1,negatif,10 Februari 2021
Difa Faradila,"Maaf knp shoppe sekarang lelet bgt ya Kalau lgi sale 1.1 2.2 3.3 dst pasti lgsg lelet / error, pdhl lgi butuh bgt pgn beli brng bkn krna promo juga, tpi mlh leletny minta ampun",1,negatif,03 Maret 2021
Dapur Vii,Dari bintang 5 kuturunin jadi 1 Ape pasal ni shope aku tk merespon . Macam hp aku tak da internet .dah d upgrt tetep aja gitu,1,negatif,12 Maret 2021
Wulandari,"Saya heran kenapa diaplikasi tertera barang sudah sampai tapi kenapa barangnya tidak ada, seharusnya pihak pengirim konvirmasi kesaya, buat apa ada nomer hp, klo begini saya jdi kehilangan barang saya, pihak j&t terutama",1,negatif,05 Maret 2021
Nur Fitriani,"Kenapa pula koin ni ada batas waktu nya atau bisa kadaluarsa ?!!! Capekkk tau ngumpulin koin itu, bukan sehari 2 hari tapi berbulan-bulan, hp sampe eror karena di goyang terus buat dapatkan koin, terus kalian seenaknya saja main hapus !!!!! Nda punya hati !",1,negatif,01 Maret 2021
dwiputri anrhmh,"Ga setuju sama jasa pengiriman yg sekarang!!!!!! Mau yg dulu sekarang mahal²!!!!!!!! Tolong diperbaiki, karna banyak yg protes tentang kebijakan pengiriman yg sekarang!!!!!!",1,negatif,17 Maret 2021
diwar_019,Tolong dong shopee ekspedisi nya dikembalikan seperti semula jangan menyusahkan pelanggan!!!!,1,negatif,17 Maret 2021
Asih Wulandari,Parahh...penarikan saldo penjual lama sekali..pdhl hari ini senin...biasanya cepet masuk...ini malah lama,1,negatif,08 Maret 2021
Nanang Nak Poetra Sumbat,setiap masukin no handphone. yang keluar maaf halaman bermasalah. begitu terus. akhirnya maaf saya uninstall ini aplikasi nya🙏🙏,1,negatif,09 Maret 2021
Kamal Udin,Parah sih flas sale di mulai jam 00.00 tapi pas mau check out barang keterangannya stok habis padahal masih ada 2 item kecewa parah😏,1,negatif,02 Maret 2021
subki Suryono,Mau daftar sopi di persulit sopi guoblok .....kenapa harus gagal daftar lewat sms lewat email lewat facebook ....kok susah amat gak seperti tokopedia dan lazada ....semoga bangkrut luh sopi kessel saya,1,negatif,16 Maret 2021
Yaa safiy,"Lu kek anjeng tau gak, kenapa sih gk di TV, YouTube, tiktok, Instagram, bahkan game lu muncul Mulu, caper anying",1,negatif,25 Februari 2021
Early Amani,Gimana ini kecamatan sukabumi nya kok gk ada sihhh!! Saya cmn bisa kasih bintang satu aja..!,1,negatif,26 Februari 2021
andy vixion,shopee dikit2 akun di batasi/di blokir...niat ngasi promo malah akun jdi korban.seharusnya senang kalau bnyak yg order barang lewat shopee malah ini akun di blokir...parahhh shopee...tu2p aja shopee.cuma bisa ngasi bintang 1 klau as bintang minus psti q pilih bintang -10,1,negatif,05 Maret 2021
dhan sx,vocer gratis ongkir minimal belanja nol ga bisa di pakai kalo emang ga bisa di gunakan atau sudah di pakai kenapa masih bisa di pakai pas mau bayar ga bisa di gunakan,1,negatif,11 Maret 2021
Ramdhani Febri,"Mau lihat produk, review, dan flash sale aja susah, lama pindahnya padahal jaringan lancar.",1,negatif,05 Maret 2021
Dira Wiwanda,"Saya membuat akun baru, tiba-tiba diblokir dari pihak shopee dengan alasan adanya kejanggalan transaksi, padahal saya belum melakukan transaksi sama sekali😢 jujur ini sangat merugikan. Padahal saya sedang proses menunggu hasil verif gratis ongkir (±3 hari) untuk produk saya tapi tiba-tiba akun saya diblokir. Sudah mengajukan untuk pengaktifan akun kembali tapi ditolak oleh pihak shopee dan hingga saat ini belum ada detail penjelasan alasan mengapa akun saya diblokir.",1,negatif,04 Februari 2021
Heni NATURA WORLD,Saya akan ubah penilaian ini dengan syarat membalikkan total pembayaran saya sesuai dengan transaksi terakhir saya.,1,negatif,16 Maret 2021
Bus Pariwisata,kenapa setiap saya mau cari barang yg dibutuhkan ada pemberitahuan sedang dalam pembaharuan halaman kembali ke halaman utama,1,negatif,03 Maret 2021
Hesty Widi,Buruk bgt.. Saya tdak bisa buka Aplikasi nya terjadi kesalahan mulu.. Gak ngerti kenapa gak bisa digunakan ini...,1,negatif,02 Maret 2021
Rini Setyowati,"Mau beli hadiah buat pengguna baru tapi ga bisa, udah ganti semua produk tetep ga bisa. Padahal pengguna baru",1,negatif,11 Maret 2021
Sandy Zulfikar,pengembalian dana lama. respon penjual juga mayoritas buruk. uang dikemabalikan tidak ke konsumen secara cepat. mohon perbaiki. Tolong dibuat agar metode pembayaran shopee pay bisa di tambah dengan transfer bank dll. Agar saldo bisa digunakan optimal.,1,negatif,27 Februari 2021
May Febriyanti,Kenapa shopre GRATIS ONGKIR nya cuma buat pengguna shopeePay aja. Kadang juga GRATIS ONGKIR nya cuma buat pengiriman tertentu,1,negatif,12 Maret 2021
faizal nur rahman,"Min katanya kalau downoald shopee dapat Rp. 30.000 tapi kok nggak dapat, tolong kalau pasang iklan itu yang nyata jangan cuma nipu!! Maaf sebelumnya",1,negatif,02 Maret 2021
Tia Rinda Farista,"Gilakk,,ditipu shopee,,shopee capit trnyta mengurangi koin!!!! Koinku banyak jdi tnggl 400 koin anjirrr!!! Yg ngumpulin susah payahh blanja ini itu malahann,,gokk",1,negatif,09 Maret 2021
Heni Nurhaeni,"server error terus kenapa yah, jadi kecewa,,, nanti kalau udh engga error saya tambah bintangnya",1,negatif,05 Maret 2021
Kusuma Kusuma,Kok sekarang loading nya lama ya...enak yg versi dulu. Voucher free ong ngga bisa di gunakan pdahal belum blanja apapun,1,negatif,11 Maret 2021
Oh,"Kebijakan shopee yg mulai tanggal 15 maret saya tidak setuju , cok ga bisa pilih ekspedisi sendiri. Shopee kek lazada",1,negatif,09 Maret 2021
Ricky Saputra,"Saya mau beli liquid, gapernah ada toko liquid disini! Harus buka dari web (saya pengguna android)",1,negatif,01 Maret 2021
etri imamah,"Maaf saya kasik rating satu. Soalnya pihak pengantar barang tidak jelas dalam memberikan informasi tentang pengantaran barang. Terus Pengantar juga menyatakan tidak sanggup untuk mengantar barang pesanan saya dengan alasan yang tidak logis. Malah ngajak ketemu diluar rumah. Apa memang begitu cara nganterin barangnya?. Kok kayak gk niat gitu. Bagaimana saya kurang puas dengan pelayan antar barang Shopee. Masak iya, setiap saya pesan sesuatu harus ketemuan baru bisa dapat barang?.",1,negatif,04 Maret 2021
adrian eka,Tolong dibantu berikan sangsi untuk seller yg menjual tidak sesuai deskripsi barang.. saya chat cs shopee tdk ada solusi!,1,negatif,08 Maret 2021
putubuyut segandu,"Shope sekarang banyak toko penipuan pikir pikir lagi jika ingin menginstal aplikasi shopee soalnya sudah tidak jelas sekarang ini,sudah banyak toko palsu,untuk pengajuan pengembalian barang juga hanya formalitas.",1,negatif,04 Maret 2021
04 Marpaung,"Sebelumnya sudah daftar,disuru daftar lagi pakai medsos tapi gagal jugak,minta bla bla Bingung salahnya di mana gak bisa login",1,negatif,24 Februari 2021
Lina Megawati,Shopee banyak banget penipuan parah banget data pribadi sampe bocor ke tangan yg salah sampe menyalahgunakan gini. Sumpah parah. Buat kalian harus hati hati. Untung saya pintet ga ngikutin maunya dia. Perbaiki shopee,1,negatif,26 Februari 2021
dana setiawan,ini shopee lagi gangguan apa gmana setiap mau beli barang pasti bakal balik ke halaman utaman padahal barang nyang mau di beli belom ke beli tapi malah balik lagi ke halaman utama,1,negatif,10 Maret 2021
Romdoni Romdoni,Parah no gw sampe di terorin penipu tadi nya pake no lain karena sengaja buat babang kurir pas gw ganti no lagi pake no pribadi langsung di teror lagi entah kebocoran sistem entah apa untuk smntra 1star dlu sblum di perbaiki,1,negatif,24 Februari 2021
Ammar Yusuf,"nanti gak bakal bisa milih kurir, makin yakin aja gak bakal make shopee lagi daripada kena kendala paketnya karna dah biasa pake sicepat",1,negatif,09 Maret 2021
Okta Fadri,"Tambah produk ga bisa sejak diupdate. Hanya bisa belanja, edit produk juga ga bisa, parah.",1,negatif,05 Maret 2021
Ajeng Dwi Kurniasari,Terlalu diskriminasi skrg..yang diksh gratis ongkir cuma yg bayar pake shopee pay..padahal itu riba jatuhnya..pindah ke si hijau aja lah..,1,negatif,25 Februari 2021
r i m a,Kenapa kode voucher ngga bisa digunakan ya? Waktu klik buat pesanan muncul kode voucher tidak sah itu knp ya?,1,negatif,14 Maret 2021
Vira Marisa,"Cocok bintang 1 ,kesellll kakkk kesel kudu ke Alfamart n Indomaret yg jauh untuk top up shopee pay terusss! Shopee kpn bisa gratis ongkir cod???",1,negatif,15 Maret 2021
Endang Setya,Kenapa akun saya d blokir padahal akun baru .. blnja jg sewajarnya komen jg bagus kasih bintang jg 4 dan 5 kenapa keterangannya melanggar komonitas sophee jelaskan kesalahan saya dmn padahal masih ada saldo sophee pay nya kaga jelass sejak ganti mitra shopee ganti akun malah kek gini akun dulu ga pernah rewel .. uang segitu jg lumayan woy,1,negatif,27 Februari 2021
Jangkung Badag,"Sangat buruk 👎 saat mau ngisi alamat selalu hilang ketika memasukan provinsi atau kota ,begitupun sebaliknya .. payah payah",1,negatif,01 Maret 2021
Imam Teguh,Kembalikan jasa pengiriman seperti dulu!!! Kalo ga ya pindah ke olsop lain aja dah:)),1,negatif,16 Maret 2021
Vino Alkantara,"Dep, emang akun ku jarang aktif tapi jangan seenak enaknya aja akun saya di rubah jadi bot, saya benerin pasword malah ada aja alasan pengajuannya, parah banget bikin akun udah 3 di ubah jadi bot semua",1,negatif,05 Maret 2021
